ortho,phono,class,letters,phonemes,complexity,graphemes,syllabes,frequency,OLD20,Grapheme,Phoneme,Match,Grapheme.1,Phoneme.1,Match.1,orthography,phonology,match,Type,Token,Type.1,Token.1,Type.2,Token.2,Type.3,Token.3,Type.4,Token.4,Type.5,Token.5,type,token,Type.6,Assoc.,Type.7,Assoc..1,Type.8,Assoc..2,Type.9,Assoc..3,Type.10,Token.6,Type.11,Token.7,Type.12,Token.8,Type.13,Token.9,Type.14,Token.10,Type.15,Token.11,Type.16,Token.12,Type.17,Token.13,Type.18,Token.14,Type.19,Token.15,Type.20,Token.16,Type.21,Token.17,phono_IPA
gorgés,gORZe,"VER,ADJ",6.0,5.0,1.2,6.0,2.0,6.21954,2.65,.g.o.r.g.é.s,.g.O.R.Z.e.#,(g-g.o-O.r-R.g-Z.é-e.s-#),.g.o.r.g.és,.g.O.R.Z.e,(g-g.o-O.r-R.g-Z.és-e),és,e,és-e,339.0,4764.0,100.0,100.0,15.325,8.377,2701.0,92183.0,1679.0,44784.0,87.597,86.796,74.451,70.88,271.0,g-g,271.0,g-g,59.632,g-Z,14.399,és-e,271.0,9208.074,2983.0,83383.482,4002.0,210357.889,271.0,9208.074,2582.0,69814.719,380.0,5268.017,77.65,80.593,87.212,85.865,99.084,96.724,90.033,92.85,89.274,83.599,14.399,10.754,ɡ ɔ ʁ ʒ e
gorille,gORij,NC,7.0,5.0,1.4,5.0,2.0,12.43909,2.6,.g.o.r.ill.e,.g.O.R.ij.°,(g-g.o-O.r-R.ill-ij.e-°),.g.o.r.ille,.g.O.R.ij,(g-g.o-O.r-R.ille-ij),ille,ij,ille-ij,21.0,1172.0,87.5,58.0,52.5,69.174,2380.0,88531.0,1919.0,53140.0,82.754,81.918,84.395,89.244,101.0,ill-ij,22.0,ille-ij,46.759,ill-ij,52.381,ille-ij,271.0,9208.074,2889.0,88356.243,2962.0,168375.764,271.0,9208.074,3691.0,101066.513,22.0,1219.033,77.65,80.593,78.707,76.332,100.0,100.0,90.033,92.85,97.584,97.557,52.381,69.014,ɡ ɔ ʁ i j
gorilles,gORij,NC,8.0,5.0,1.6,6.0,2.0,9.32932,2.5,.g.o.r.ill.e.s,.g.O.R.ij.°.#,(g-g.o-O.r-R.ill-ij.e-°.s-#),.g.o.r.illes,.g.O.R.ij,(g-g.o-O.r-R.illes-ij),illes,ij,illes-ij,15.0,488.0,88.235,63.052,37.5,28.807,2530.0,90555.0,1917.0,52964.0,85.476,84.385,80.824,79.253,101.0,ill-ij,16.0,illes-ij,46.759,ill-ij,38.095,illes-ij,271.0,9208.074,2726.0,80940.712,4002.0,210357.889,271.0,9208.074,3691.0,101066.513,16.0,513.114,77.65,80.593,84.03,82.249,99.084,96.724,90.033,92.85,97.584,97.557,38.095,29.049,ɡ ɔ ʁ i j
gosse,gOs,NC,5.0,3.0,1.67,4.0,1.0,6.21954,1.85,.g.o.ss.e,.g.O.s.°,(g-g.o-O.ss-s.e-°),.g.o.sse,.g.O.s,(g-g.o-O.sse-s),osse,Os,osse-Os,8.0,78.0,88.889,41.667,66.667,42.373,1572.0,64095.0,899.0,25181.0,91.761,91.222,68.758,67.294,271.0,g-g,83.0,sse-s,77.65,g-g,17.256,sse-s,271.0,9208.074,1527.0,39397.9,2962.0,168375.764,271.0,9208.074,2344.0,64052.277,83.0,2282.578,77.65,80.593,94.697,92.147,100.0,100.0,90.033,92.85,98.986,99.239,17.256,9.793,ɡ ɔ s
gouache,gwaS,NC,7.0,4.0,1.75,5.0,1.0,3.10977,2.65,.g.ou.a.ch.e,.g.w.a.S.°,(g-g.ou-w.a-a.ch-S.e-°),.g.ou.a.che,.g.w.a.S,(g-g.ou-w.a-a.che-S),ouache,waS,ouache-waS,1.0,3.0,100.0,100.0,100.0,100.0,1471.0,57101.0,997.0,27971.0,74.328,72.796,82.379,88.046,62.0,ou-w,62.0,ou-w,6.055,ou-w,53.676,che-S,271.0,9208.074,1374.0,35972.972,2962.0,168375.764,271.0,9208.074,1822.0,49790.777,73.0,3094.23,77.65,80.593,64.663,61.129,100.0,100.0,90.033,92.85,92.903,91.892,53.676,75.55,ɡ w a ʃ
gourganes,guRgan,NC,9.0,6.0,1.5,8.0,2.0,3.10977,3.4,.g.ou.r.g.a.n.e.s,.g.u.R.g.a.n.°.#,(g-g.ou-u.r-R.g-g.a-a.n-n.e-°.s-#),.g.ou.r.g.a.nes,.g.u.R.g.a.n,(g-g.ou-u.r-R.g-g.a-a.nes-n),anes,an,anes-an,5.0,128.0,100.0,100.0,25.0,33.333,2369.0,84619.0,1714.0,49822.0,87.713,87.321,81.924,81.444,271.0,g-g,81.0,nes-n,39.497,g-g,18.794,nes-n,271.0,9208.074,2447.0,76230.656,4002.0,210357.889,271.0,9208.074,2482.0,71669.668,81.0,3044.47,77.65,80.593,87.495,86.875,99.084,96.724,90.033,92.85,95.68,96.131,18.794,11.292,ɡ u ʁ ɡ a n
gourmand,guRm@,"ADJ,NC",8.0,5.0,1.6,6.0,2.0,21.7684,3.4,.g.ou.r.m.an.d,.g.u.R.m.@.#,(g-g.ou-u.r-R.m-m.an-@.d-#),.g.ou.r.m.and,.g.u.R.m.@,(g-g.ou-u.r-R.m-m.and-@),and,@,and-@,6.0,1679.0,85.714,99.815,0.696,3.058,1655.0,56498.0,1487.0,43972.0,94.579,95.692,74.968,76.175,78.0,d-#,6.0,and-@,77.65,g-g,0.657,and-@,271.0,9208.074,2395.0,81124.144,78.0,5283.505,271.0,9208.074,2386.0,69658.162,6.0,1679.276,77.65,80.593,98.381,99.406,96.296,95.934,90.033,92.85,94.716,94.675,0.657,4.001,ɡ u ʁ m ɑ̃
gourmande,guRm@d,"ADJ,NC,VER",9.0,6.0,1.5,7.0,2.0,3.10977,3.5,.g.ou.r.m.an.d.e,.g.u.R.m.@.d.°,(g-g.ou-u.r-R.m-m.an-@.d-d.e-°),.g.ou.r.m.an.de,.g.u.R.m.@.d,(g-g.ou-u.r-R.m-m.an-@.de-d),ande,@d,ande-@d,12.0,1499.0,100.0,100.0,33.333,57.863,2004.0,76302.0,1354.0,39790.0,95.352,96.221,79.211,81.866,271.0,g-g,121.0,de-d,77.65,g-g,44.539,an-@,271.0,9208.074,2160.0,71306.099,2962.0,168375.764,271.0,9208.074,1934.0,55804.329,121.0,6315.962,77.65,80.593,97.963,98.59,100.0,100.0,90.033,92.85,82.172,81.367,56.542,72.874,ɡ u ʁ m ɑ̃ d
goût,gu,NC,4.0,2.0,2.0,3.0,1.0,55.97589,1.8,.g.oû.t,.g.u.#,(g-g.oû-u.t-#),.g.oût,.g.u,(g-g.oût-u),oût,u,oût-u,3.0,140.0,75.0,75.0,3.488,1.006,782.0,32074.0,137.0,4674.0,92.245,93.066,46.761,47.283,20.0,oû-u,3.0,oût-u,77.65,g-g,3.488,oût-u,271.0,9208.074,20.0,457.14,2055.0,86557.658,271.0,9208.074,0.0,0.0,3.0,139.94,77.65,80.593,100.0,100.0,99.084,98.604,90.033,92.85,,,3.488,1.716,ɡ u
goûte,gut,VER,5.0,3.0,1.67,4.0,1.0,3.10977,1.8,.g.oû.t.e,.g.u.t.°,(g-g.oû-u.t-t.e-°),.g.oû.te,.g.u.t,(g-g.oû-u.te-t),oûte,ut,oûte-ut,3.0,121.0,100.0,100.0,12.5,6.341,1751.0,72089.0,215.0,9433.0,90.392,90.221,44.589,50.756,20.0,oû-u,15.0,oû-u,77.65,g-g,1.615,oû-u,271.0,9208.074,1886.0,55386.824,2962.0,168375.764,271.0,9208.074,15.0,251.895,358.0,18839.025,77.65,80.593,91.96,90.146,100.0,100.0,90.033,92.85,1.615,0.625,42.118,58.793,ɡ u t
goûter,gute,"NC,VER",6.0,4.0,1.5,4.0,2.0,12.43909,2.35,.g.oû.t.er,.g.u.t.e,(g-g.oû-u.t-t.er-e),.g.oû.t.er,.g.u.t.e,(g-g.oû-u.t-t.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,1212.0,34910.0,1044.0,28310.0,90.025,88.967,54.015,57.322,20.0,oû-u,15.0,oû-u,77.65,g-g,1.615,oû-u,271.0,9208.074,1886.0,55386.824,805.0,19660.067,271.0,9208.074,1549.0,42185.809,805.0,19660.067,77.65,80.593,91.96,90.146,98.531,94.982,90.033,92.85,47.762,48.152,30.504,40.134,ɡ u t e
goûts,gu,NC,5.0,2.0,2.5,4.0,1.0,55.97589,1.9,.g.oû.t.s,.g.u.#.#,(g-g.oû-u.t-#.s-#),.g.oûts,.g.u,(g-g.oûts-u),oûts,u,oûts-u,2.0,65.0,100.0,100.0,2.326,0.469,1150.0,58332.0,137.0,4637.0,70.906,71.751,46.18,46.826,20.0,oû-u,2.0,oûts-u,6.889,t-#,2.326,oûts-u,271.0,9208.074,164.0,6881.943,4002.0,210357.889,271.0,9208.074,0.0,0.0,2.0,65.305,77.65,80.593,53.445,54.843,99.084,96.724,90.033,92.85,,,2.326,0.801,ɡ u
gouttelettes,gutlEt,NC,12.0,6.0,2.0,9.0,2.0,3.10977,5.15,.g.ou.tt.e.l.e[CC].tt.e.s,.g.u.t.°.l.E.t.°.#,(g-g.ou-u.tt-t.e-°.l-l.e[CC]-E.tt-t.e-°.s-#),.g.ou.tt.e.l.e.ttes,.g.u.t.°.l.E.t,(g-g.ou-u.tt-t.e-°.l-l.e-E.ttes-t),ettes,Et,ettes-Et,32.0,494.0,100.0,100.0,19.162,6.549,1510.0,55151.0,815.0,25590.0,95.386,95.913,64.934,65.172,271.0,g-g,52.0,ttes-t,77.65,g-g,4.874,tt-t,271.0,9208.074,1331.0,39542.252,4002.0,210357.889,271.0,9208.074,1076.0,33815.801,52.0,839.643,77.65,80.593,97.392,97.986,99.084,96.724,90.033,92.85,71.678,72.147,6.118,2.62,ɡ u t l ɛ t
gouttes,gut,"NC,VER",7.0,3.0,2.33,5.0,1.0,12.43909,2.5,.g.ou.tt.e.s,.g.u.t.°.#,(g-g.ou-u.tt-t.e-°.s-#),.g.ou.ttes,.g.u.t,(g-g.ou-u.ttes-t),outtes,ut,outtes-ut,1.0,12.0,100.0,100.0,4.167,0.65,1558.0,66574.0,409.0,16638.0,94.136,95.034,64.523,64.802,271.0,g-g,52.0,ttes-t,77.65,g-g,6.118,ttes-t,271.0,9208.074,1172.0,37768.329,4002.0,210357.889,271.0,9208.074,905.0,39867.39,52.0,839.643,77.65,80.593,97.982,99.284,99.084,96.724,90.033,92.85,97.417,98.935,6.118,2.62,ɡ u t
gouvernante,guvERn@t,NC,11.0,8.0,1.38,9.0,3.0,6.21954,4.15,.g.ou.v.e.r.n.an.t.e,.g.u.v.E.R.n.@.t.°,(g-g.ou-u.v-v.e-E.r-R.n-n.an-@.t-t.e-°),.g.ou.v.e.r.n.an.te,.g.u.v.E.R.n.@.t,(g-g.ou-u.v-v.e-E.r-R.n-n.an-@.te-t),ante,@t,ante-@t,52.0,1116.0,100.0,100.0,35.616,26.052,2066.0,82941.0,1339.0,41354.0,86.448,89.951,76.738,78.823,271.0,g-g,271.0,g-g,22.647,e-E,42.118,te-t,271.0,9208.074,2194.0,81269.718,2962.0,168375.764,271.0,9208.074,1681.0,50464.557,358.0,18839.025,77.65,80.593,85.769,89.853,100.0,100.0,90.033,92.85,80.292,79.823,42.118,58.793,ɡ u v ɛ ʁ n ɑ̃ t
gouvernée,guvERne,VER,9.0,7.0,1.29,8.0,3.0,3.10977,3.4,.g.ou.v.e.r.n.é.e,.g.u.v.E.R.n.e.#,(g-g.ou-u.v-v.e-E.r-R.n-n.é-e.e-#),.g.ou.v.e.r.n.ée,.g.u.v.E.R.n.e,(g-g.ou-u.v-v.e-E.r-R.n-n.ée-e),ée,e,ée-e,303.0,4428.0,100.0,100.0,13.698,7.787,1775.0,62155.0,1445.0,43218.0,76.332,79.153,77.151,77.155,271.0,g-g,271.0,g-g,16.592,e-#,12.808,ée-e,271.0,9208.074,2224.0,79029.434,591.0,13854.118,271.0,9208.074,1902.0,57708.903,338.0,4770.442,77.65,80.593,86.069,91.294,16.592,4.866,90.033,92.85,87.443,87.499,12.808,9.738,ɡ u v ɛ ʁ n e
gouvernées,guvERne,ADJ,10.0,7.0,1.43,9.0,3.0,3.10977,3.55,.g.ou.v.e.r.n.é.e.s,.g.u.v.E.R.n.e.#.#,(g-g.ou-u.v-v.e-E.r-R.n-n.é-e.e-#.s-#),.g.ou.v.e.r.n.ées,.g.u.v.E.R.n.e,(g-g.ou-u.v-v.e-E.r-R.n-n.ées-e),ées,e,ées-e,207.0,2590.0,100.0,100.0,9.358,4.555,1997.0,77671.0,1430.0,42947.0,77.921,80.893,76.571,76.601,271.0,g-g,231.0,ées-e,8.14,e-#,8.753,ées-e,271.0,9208.074,1957.0,68495.641,4002.0,210357.889,271.0,9208.074,1902.0,57708.903,231.0,2873.463,77.65,80.593,74.936,78.675,99.084,96.724,90.033,92.85,87.443,87.499,8.753,5.866,ɡ u v ɛ ʁ n e
gouvernement,guvERn%m@,NC,12.0,9.0,1.33,10.0,4.0,435.36806,4.2,.g.ou.v.e.r.n.e.m.en.t,.g.u.v.E.R.n.%.m.@.#,(g-g.ou-u.v-v.e-E.r-R.n-n.e-%.m-m.en-@.t-#),.g.ou.v.e.r.n.e.m.ent,.g.u.v.E.R.n.%.m.@,(g-g.ou-u.v-v.e-E.r-R.n-n.e-%.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1607.0,60695.0,1346.0,40199.0,76.504,80.326,83.393,82.177,271.0,g-g,271.0,g-g,17.781,e-%,33.844,ent-@,271.0,9208.074,1718.0,63898.635,2055.0,86557.658,271.0,9208.074,1647.0,49075.963,309.0,9049.468,77.65,80.593,73.539,78.007,99.084,98.604,90.033,92.85,89.523,89.311,33.844,21.564,ɡ u v ɛ ʁ n ə m ɑ̃
gouvernements,guvERn%m@,NC,13.0,9.0,1.44,11.0,4.0,31.09772,4.5,.g.ou.v.e.r.n.e.m.en.t.s,.g.u.v.E.R.n.%.m.@.#.#,(g-g.ou-u.v-v.e-E.r-R.n-n.e-%.m-m.en-@.t-#.s-#),.g.ou.v.e.r.n.e.m.ents,.g.u.v.E.R.n.%.m.@,(g-g.ou-u.v-v.e-E.r-R.n-n.e-%.m-m.ents-@),ents,@,ents-@,84.0,2926.0,100.0,100.0,9.745,5.33,1666.0,67642.0,1322.0,39535.0,70.176,73.733,80.752,80.594,271.0,g-g,92.0,ents-@,6.889,t-#,10.077,ents-@,271.0,9208.074,1561.0,58277.314,4002.0,210357.889,271.0,9208.074,1647.0,49075.963,92.0,3072.466,77.65,80.593,66.133,70.416,99.084,96.724,90.033,92.85,89.523,89.311,10.077,7.321,ɡ u v ɛ ʁ n ə m ɑ̃
gouverneur,guvERn9R,NC,10.0,8.0,1.25,8.0,3.0,167.92768,3.75,.g.ou.v.e.r.n.eu.r,.g.u.v.E.R.n.9.R,(g-g.ou-u.v-v.e-E.r-R.n-n.eu-9.r-R),.g.ou.v.e.r.n.eu.r,.g.u.v.E.R.n.9.R,(g-g.ou-u.v-v.e-E.r-R.n-n.eu-9.r-R),eur,9R,eur-9R,153.0,6412.0,100.0,100.0,54.448,59.82,1452.0,59952.0,1318.0,43759.0,82.365,86.335,80.17,82.672,271.0,g-g,271.0,g-g,22.647,e-E,23.185,r-R,271.0,9208.074,1832.0,72553.277,352.0,35090.703,271.0,9208.074,1652.0,50788.487,364.0,36129.368,77.65,80.593,80.259,85.104,99.717,99.462,90.033,92.85,88.024,88.617,23.185,36.823,ɡ u v ɛ ʁ n œ ʁ
gouverneure,guvERn9R,NC,11.0,8.0,1.38,9.0,3.0,3.10977,3.95,.g.ou.v.e.r.n.eu.r.e,.g.u.v.E.R.n.9.R.°,(g-g.ou-u.v-v.e-E.r-R.n-n.eu-9.r-R.e-°),.g.ou.v.e.r.n.eu.re,.g.u.v.E.R.n.9.R,(g-g.ou-u.v-v.e-E.r-R.n-n.eu-9.re-R),eure,9R,eure-9R,7.0,482.0,100.0,100.0,2.491,4.497,2272.0,90150.0,1340.0,43708.0,84.352,87.912,81.548,82.62,271.0,g-g,271.0,g-g,22.647,e-E,34.204,re-R,271.0,9208.074,2459.0,90537.761,2962.0,168375.764,271.0,9208.074,1652.0,50788.487,537.0,35725.115,77.65,80.593,83.074,87.231,100.0,100.0,90.033,92.85,88.024,88.617,34.204,36.411,ɡ u v ɛ ʁ n œ ʁ
gouverneurs,guvERn9R,NC,11.0,8.0,1.38,9.0,3.0,15.54886,3.85,.g.ou.v.e.r.n.eu.r.s,.g.u.v.E.R.n.9.R.#,(g-g.ou-u.v-v.e-E.r-R.n-n.eu-9.r-R.s-#),.g.ou.v.e.r.n.eu.rs,.g.u.v.E.R.n.9.R,(g-g.ou-u.v-v.e-E.r-R.n-n.eu-9.rs-R),eurs,9R,eurs-9R,105.0,2945.0,100.0,100.0,37.367,27.473,2387.0,94814.0,1296.0,40409.0,84.25,87.548,78.785,79.258,271.0,g-g,190.0,rs-R,22.647,e-E,12.102,rs-R,271.0,9208.074,2459.0,90537.761,4002.0,210357.889,271.0,9208.074,1652.0,50788.487,190.0,9332.446,77.65,80.593,83.074,87.231,99.084,96.724,90.033,92.85,88.024,88.617,12.102,9.512,ɡ u v ɛ ʁ n œ ʁ
grâce,gRAs,"NC,ONO,PRE",5.0,4.0,1.25,5.0,1.0,223.90357,2.35,.g.r.â.c.e,.g.R.A.s.°,(g-g.r-R.â-A.c-s.e-°),.g.r.â.ce,.g.R.A.s,(g-g.r-R.â-A.ce-s),âce,As,âce-As,1.0,224.0,100.0,100.0,5.263,15.319,2047.0,79748.0,1378.0,39018.0,82.549,83.903,59.396,58.432,60.0,â-A,59.0,â-A,39.889,c-s,21.223,â-A,271.0,9208.074,2334.0,73718.471,2962.0,168375.764,271.0,9208.074,2548.0,69752.516,145.0,7357.728,77.65,80.593,78.365,79.64,100.0,100.0,90.033,92.85,58.702,54.655,30.146,31.568,ɡ ʁ ɑ s
gracieux,gRasj2,ADJ,8.0,6.0,1.33,7.0,2.0,6.21954,3.5,.g.r.a.c.i.eu.x,.g.R.a.s.j.2.#,(g-g.r-R.a-a.c-s.i-j.eu-2.x-#),.g.r.a.c.i.eux,.g.R.a.s.j.2,(g-g.r-R.a-a.c-s.i-j.eux-2),ieux,j2,ieux-j2,21.0,563.0,100.0,100.0,61.765,31.754,1801.0,56274.0,1809.0,51142.0,66.548,66.887,78.277,75.515,178.0,x-#,67.0,eux-2,24.494,i-j,18.877,c-s,271.0,9208.074,2431.0,74549.617,178.0,11960.206,271.0,9208.074,2630.0,73090.074,67.0,5286.624,77.65,80.593,58.184,57.916,97.268,98.037,90.033,92.85,77.639,77.734,69.072,49.304,ɡ ʁ a s j ø
gradations,gRadasj§,NC,10.0,8.0,1.25,9.0,3.0,3.10977,3.35,.g.r.a.d.a.t.i.on.s,.g.R.a.d.a.s.j.§.#,(g-g.r-R.a-a.d-d.a-a.t-s.i-j.on-§.s-#),.g.r.a.d.a.t.i.ons,.g.R.a.d.a.s.j.§,(g-g.r-R.a-a.d-d.a-a.t-s.i-j.ons-§),ions,j§,ions-j§,142.0,4512.0,100.0,100.0,32.719,26.742,2411.0,82009.0,1955.0,54307.0,76.6,75.348,79.585,78.02,271.0,g-g,271.0,g-g,9.193,t-s,16.03,t-s,271.0,9208.074,2490.0,74073.291,4002.0,210357.889,271.0,9208.074,2506.0,69519.258,333.0,8128.987,77.65,80.593,73.238,71.546,99.084,96.724,90.033,92.85,84.469,85.524,39.833,18.162,ɡ ʁ a d a s j ɔ̃
graduation,gRad8asj§,NC,10.0,9.0,1.11,9.0,3.0,46.64658,3.55,.g.r.a.d.u.a.t.i.on,.g.R.a.d.8.a.s.j.§,(g-g.r-R.a-a.d-d.u-8.a-a.t-s.i-j.on-§),.g.r.a.d.u.a.t.i.on,.g.R.a.d.8.a.s.j.§,(g-g.r-R.a-a.d-d.u-8.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269.0,11985.0,99.63,99.974,61.982,71.028,1936.0,59244.0,1781.0,51610.0,67.62,67.325,82.85,84.556,271.0,g-g,271.0,g-g,9.193,t-s,16.03,t-s,271.0,9208.074,2392.0,71338.459,408.0,24620.095,271.0,9208.074,2192.0,61523.108,408.0,24620.095,77.65,80.593,61.7,60.792,99.029,99.786,90.033,92.85,86.688,87.592,48.804,55.006,ɡ ʁ a d ɥ a s j ɔ̃
graduations,gRad8asj§,NC,11.0,9.0,1.22,10.0,3.0,9.32932,3.55,.g.r.a.d.u.a.t.i.on.s,.g.R.a.d.8.a.s.j.§.#,(g-g.r-R.a-a.d-d.u-8.a-a.t-s.i-j.on-§.s-#),.g.r.a.d.u.a.t.i.ons,.g.R.a.d.8.a.s.j.§,(g-g.r-R.a-a.d-d.u-8.a-a.t-s.i-j.ons-§),ions,j§,ions-j§,142.0,4512.0,100.0,100.0,32.719,26.742,2201.0,75163.0,1772.0,49778.0,70.823,70.204,81.853,80.462,271.0,g-g,271.0,g-g,9.193,t-s,16.03,t-s,271.0,9208.074,2217.0,66507.406,4002.0,210357.889,271.0,9208.074,2192.0,61523.108,333.0,8128.987,77.65,80.593,66.437,65.59,99.084,96.724,90.033,92.85,86.688,87.592,39.833,18.162,ɡ ʁ a d ɥ a s j ɔ̃
gradué,gRad8e,"VER,ADJ",6.0,6.0,1.0,6.0,2.0,6.21954,2.85,.g.r.a.d.u.é,.g.R.a.d.8.e,(g-g.r-R.a-a.d-d.u-8.é-e),.g.r.a.d.u.é,.g.R.a.d.8.e,(g-g.r-R.a-a.d-d.u-8.é-e),ué,8e,ué-8e,12.0,199.0,100.0,100.0,30.0,27.234,2052.0,60787.0,1819.0,49327.0,80.717,80.801,85.332,85.557,271.0,g-g,271.0,g-g,18.829,u-8,26.677,é-e,271.0,9208.074,2834.0,85629.478,704.0,12995.844,271.0,9208.074,2485.0,68440.175,704.0,12995.844,77.65,80.593,76.662,76.053,100.0,100.0,90.033,92.85,98.821,98.491,26.677,26.53,ɡ ʁ a d ɥ e
graduellement,gRad8Elm@,ADV,13.0,9.0,1.44,11.0,3.0,18.65863,4.9,.g.r.a.d.u.e[CC].ll.e.m.en.t,.g.R.a.d.8.E.l.°.m.@.#,(g-g.r-R.a-a.d-d.u-8.e[CC]-E.ll-l.e-°.m-m.en-@.t-#),.g.r.a.d.u.e.ll.e.m.ent,.g.R.a.d.8.E.l.°.m.@,(g-g.r-R.a-a.d-d.u-8.e-E.ll-l.e-°.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1739.0,54206.0,1412.0,39323.0,84.121,84.915,77.995,76.608,271.0,g-g,159.0,ll-l,18.829,u-8,7.067,ll-l,271.0,9208.074,1867.0,55610.553,2055.0,86557.658,271.0,9208.074,1692.0,46871.087,309.0,9049.468,77.65,80.593,83.178,83.874,99.084,98.604,90.033,92.85,82.009,81.458,33.844,21.564,ɡ ʁ a d ɥ ɛ l m ɑ̃
gradués,gRad8e,"VER,NC",7.0,6.0,1.17,7.0,2.0,18.65863,2.85,.g.r.a.d.u.é.s,.g.R.a.d.8.e.#,(g-g.r-R.a-a.d-d.u-8.é-e.s-#),.g.r.a.d.u.és,.g.R.a.d.8.e,(g-g.r-R.a-a.d-d.u-8.és-e),ués,8e,ués-8e,7.0,109.0,100.0,100.0,17.5,14.894,2623.0,88161.0,1765.0,48039.0,83.32,82.943,83.286,82.928,271.0,g-g,271.0,g-g,18.829,u-8,14.399,és-e,271.0,9208.074,2817.0,79512.251,4002.0,210357.889,271.0,9208.074,2485.0,68440.175,380.0,5268.017,77.65,80.593,81.301,80.657,99.084,96.724,90.033,92.85,98.821,98.491,14.399,10.754,ɡ ʁ a d ɥ e
grain,gR5,NC,5.0,3.0,1.67,3.0,1.0,52.86612,1.85,.g.r.ain,.g.R.5,(g-g.r-R.ain-5),.g.r.ain,.g.R.5,(g-g.r-R.ain-5),ain,5,ain-5,25.0,1101.0,100.0,100.0,14.881,17.118,2173.0,69585.0,1778.0,49463.0,92.539,93.529,65.146,65.513,25.0,ain-5,25.0,ain-5,77.65,g-g,9.225,ain-5,271.0,9208.074,6222.0,198444.662,25.0,1100.86,271.0,9208.074,5037.0,138080.748,25.0,1100.86,77.65,80.593,99.968,99.994,100.0,100.0,90.033,92.85,96.181,95.874,9.225,7.815,ɡ ʁ ɛ̃
graines,gREn,NC,7.0,4.0,1.75,6.0,1.0,37.31726,1.95,.g.r.ai.n.e.s,.g.R.E.n.°.#,(g-g.r-R.ai-E.n-n.e-°.s-#),.g.r.ai.nes,.g.R.E.n,(g-g.r-R.ai-E.nes-n),aines,En,aines-En,14.0,1477.0,100.0,100.0,14.433,36.907,2483.0,90802.0,1435.0,40355.0,95.974,96.095,54.776,53.139,271.0,g-g,81.0,nes-n,77.65,g-g,14.095,ai-E,271.0,9208.074,2656.0,81310.762,4002.0,210357.889,271.0,9208.074,2693.0,74583.56,81.0,3044.47,77.65,80.593,99.778,99.813,99.084,96.724,90.033,92.85,55.138,54.206,18.794,11.292,ɡ ʁ ɛ n
grains,gR5,NC,6.0,3.0,2.0,4.0,1.0,49.75635,1.75,.g.r.ain.s,.g.R.5.#,(g-g.r-R.ain-5.s-#),.g.r.ains,.g.R.5,(g-g.r-R.ains-5),ains,5,ains-5,23.0,902.0,100.0,100.0,13.69,14.023,2635.0,104927.0,1777.0,49397.0,94.176,94.328,64.9,65.042,44.0,ain-5,23.0,ains-5,77.65,g-g,8.487,ains-5,271.0,9208.074,3133.0,100071.301,4002.0,210357.889,271.0,9208.074,5037.0,138080.748,23.0,901.835,77.65,80.593,99.984,99.997,99.084,96.724,90.033,92.85,96.181,95.874,8.487,6.402,ɡ ʁ ɛ̃
graisse,gREs,"NC,VER",7.0,4.0,1.75,5.0,1.0,15.54886,2.4,.g.r.ai.ss.e,.g.R.E.s.°,(g-g.r-R.ai-E.ss-s.e-°),.g.r.ai.sse,.g.R.E.s,(g-g.r-R.ai-E.sse-s),aisse,Es,aisse-Es,7.0,302.0,100.0,100.0,11.111,24.189,2212.0,82919.0,1435.0,40164.0,95.352,95.969,54.391,52.764,271.0,g-g,83.0,sse-s,77.65,g-g,14.095,ai-E,271.0,9208.074,2609.0,79004.093,2962.0,168375.764,271.0,9208.074,2693.0,74583.56,83.0,2282.578,77.65,80.593,99.704,99.75,100.0,100.0,90.033,92.85,55.138,54.206,17.256,9.793,ɡ ʁ ɛ s
graisseux,gREs2,ADJ,9.0,5.0,1.8,6.0,2.0,3.10977,3.7,.g.r.ai.ss.eu.x,.g.R.E.s.2.#,(g-g.r-R.ai-E.ss-s.eu-2.x-#),.g.r.ai.ss.eux,.g.R.E.s.2,(g-g.r-R.ai-E.ss-s.eux-2),eux,2,eux-2,38.0,4574.0,100.0,100.0,62.295,49.082,1415.0,44688.0,1253.0,35002.0,84.84,85.991,58.081,53.682,178.0,x-#,67.0,eux-2,35.008,eu-2,14.095,ai-E,271.0,9208.074,2011.0,61740.12,178.0,11960.206,271.0,9208.074,1975.0,53504.919,67.0,5286.624,77.65,80.593,83.53,84.329,97.268,98.037,90.033,92.85,43.766,42.085,69.072,49.304,ɡ ʁ ɛ s ø
